episode,total_reward,steps,epsilon,loss_mean,win_rate,phase,map_size,no_enemies,ep_seed
4795,-29.300,52,0.3636,0.395889,0.0750,2,20,0,1025
4796,-38.950,93,0.3634,0.386658,0.0750,2,20,0,1026
4797,98.100,42,0.3632,0.413213,0.0800,2,20,0,1027
4798,-45.600,196,0.3630,0.403753,0.0800,2,20,0,1028
4799,-32.800,46,0.3628,0.377197,0.0800,2,20,0,1029
4800,-30.700,30,0.3627,0.429462,0.0800,2,20,0,1030
4801,-35.200,48,0.3625,0.396528,0.0800,2,20,0,1031
4802,-29.150,67,0.3623,0.408906,0.0800,2,20,0,1032
4803,-34.550,47,0.3621,0.388427,0.0750,2,20,0,1033
4804,-36.100,32,0.3619,0.410350,0.0750,2,20,0,1034
4805,-41.150,57,0.3617,0.384234,0.0750,2,20,0,1035
4806,-35.800,500,0.3616,0.388591,0.0700,2,20,0,1036
4807,-30.200,26,0.3614,0.355691,0.0700,2,20,0,1037
4808,-32.200,60,0.3612,0.399883,0.0700,2,20,0,1038
4809,-37.450,113,0.3610,0.398602,0.0700,2,20,0,1039
4810,-30.550,69,0.3608,0.411296,0.0700,2,20,0,1040
4811,112.700,48,0.3607,0.404269,0.0750,2,20,0,1041
4812,-33.750,161,0.3605,0.402057,0.0750,2,20,0,1042
4813,-45.150,139,0.3603,0.402795,0.0750,2,20,0,1043
4814,-29.150,47,0.3601,0.395571,0.0700,2,20,0,1044
4815,-39.200,142,0.3599,0.391883,0.0700,2,20,0,1045
4816,-22.300,180,0.3598,0.379954,0.0700,2,20,0,1046
4817,-30.550,95,0.3596,0.398005,0.0650,2,20,0,1047
4818,-24.600,26,0.3594,0.392844,0.0650,2,20,0,1048
4819,-35.850,83,0.3592,0.399773,0.0650,2,20,0,1049
4820,-34.800,38,0.3590,0.368421,0.0650,2,20,0,1050
4821,-33.900,112,0.3589,0.377835,0.0650,2,20,0,1051
4822,-29.650,63,0.3587,0.395332,0.0650,2,20,0,1052
4823,-28.200,48,0.3585,0.391981,0.0650,2,20,0,1053
4824,-29.250,47,0.3583,0.388401,0.0650,2,20,0,1054
4825,-32.050,23,0.3581,0.372295,0.0650,2,20,0,1055
4826,-38.000,64,0.3580,0.395051,0.0650,2,20,0,1056
4827,100.100,336,0.3578,0.388114,0.0700,2,20,0,1057
4828,-32.150,55,0.3576,0.389259,0.0700,2,20,0,1058
4829,-30.250,47,0.3574,0.382276,0.0700,2,20,0,1059
4830,-30.950,83,0.3573,0.378977,0.0700,2,20,0,1060
4831,-25.250,165,0.3571,0.389481,0.0700,2,20,0,1061
4832,108.700,28,0.3569,0.405223,0.0750,2,20,0,1062
4833,-37.600,66,0.3567,0.399730,0.0750,2,20,0,1063
4834,-30.150,63,0.3565,0.400082,0.0750,2,20,0,1064
4835,-31.350,59,0.3564,0.395352,0.0750,2,20,0,1065
4836,-38.100,76,0.3562,0.366657,0.0750,2,20,0,1066
4837,-31.750,129,0.3560,0.392597,0.0750,2,20,0,1067
4838,-34.750,55,0.3558,0.398150,0.0750,2,20,0,1068
4839,-37.550,47,0.3556,0.403360,0.0750,2,20,0,1069
4840,105.400,28,0.3555,0.405715,0.0800,2,20,0,1070
4841,-37.650,125,0.3553,0.402361,0.0750,2,20,0,1071
4842,-37.250,97,0.3551,0.378427,0.0750,2,20,0,1072
4843,-28.800,30,0.3549,0.420901,0.0750,2,20,0,1073
4844,113.100,26,0.3548,0.372810,0.0800,2,20,0,1074
4845,-28.550,27,0.3546,0.376830,0.0800,2,20,0,1075
4846,-39.950,319,0.3544,0.389481,0.0800,2,20,0,1076
4847,-33.750,41,0.3542,0.390312,0.0800,2,20,0,1077
4848,-32.900,54,0.3541,0.386464,0.0800,2,20,0,1078
4849,-24.900,48,0.3539,0.408220,0.0800,2,20,0,1079
4850,-25.400,122,0.3537,0.402477,0.0800,2,20,0,1080
4851,-36.250,49,0.3535,0.407608,0.0800,2,20,0,1081
4852,-26.300,38,0.3533,0.375005,0.0800,2,20,0,1082
4853,-35.200,34,0.3532,0.376931,0.0800,2,20,0,1083
4854,-30.600,90,0.3530,0.388848,0.0800,2,20,0,1084
4855,-31.100,38,0.3528,0.395127,0.0800,2,20,0,1085
4856,-35.400,52,0.3526,0.372054,0.0800,2,20,0,1086
4857,110.900,38,0.3525,0.399165,0.0850,2,20,0,1087
4858,-37.150,189,0.3523,0.382260,0.0850,2,20,0,1088
4859,-38.400,96,0.3521,0.393980,0.0850,2,20,0,1089
4860,105.600,64,0.3519,0.401009,0.0900,2,20,0,1090
4861,-27.150,59,0.3518,0.360656,0.0900,2,20,0,1091
4862,-34.300,36,0.3516,0.371740,0.0900,2,20,0,1092
4863,-27.600,86,0.3514,0.386637,0.0900,2,20,0,1093
4864,-35.650,87,0.3512,0.387218,0.0900,2,20,0,1094
4865,-31.500,32,0.3511,0.371301,0.0900,2,20,0,1095
4866,-32.000,64,0.3509,0.379215,0.0900,2,20,0,1096
4867,-41.000,500,0.3507,0.376799,0.0850,2,20,0,1097
4868,-32.350,133,0.3505,0.384392,0.0850,2,20,0,1098
4869,-31.200,46,0.3504,0.351217,0.0800,2,20,0,1099
4870,-36.250,89,0.3502,0.383685,0.0800,2,20,0,1100
4871,-37.800,86,0.3500,0.395851,0.0800,2,20,0,1101
4872,-38.250,77,0.3498,0.408036,0.0800,2,20,0,1102
4873,-32.000,20,0.3497,0.417262,0.0800,2,20,0,1103
4874,-31.800,38,0.3495,0.424595,0.0800,2,20,0,1104
4875,-31.850,71,0.3493,0.396916,0.0800,2,20,0,1105
4876,-24.250,97,0.3491,0.391115,0.0800,2,20,0,1106
4877,-31.050,35,0.3490,0.373226,0.0800,2,20,0,1107
4878,-32.150,97,0.3488,0.389564,0.0800,2,20,0,1108
4879,-34.800,40,0.3486,0.379184,0.0800,2,20,0,1109
4880,100.750,37,0.3484,0.380725,0.0850,2,20,0,1110
4881,-30.700,38,0.3483,0.383933,0.0850,2,20,0,1111
4882,109.150,19,0.3481,0.398987,0.0900,2,20,0,1112
4883,-33.950,147,0.3479,0.396275,0.0900,2,20,0,1113
4884,-27.550,103,0.3477,0.413550,0.0900,2,20,0,1114
4885,-24.000,28,0.3476,0.421532,0.0900,2,20,0,1115
4886,-32.450,65,0.3474,0.414394,0.0900,2,20,0,1116
4887,-35.750,157,0.3472,0.398541,0.0900,2,20,0,1117
4888,-29.750,37,0.3470,0.402770,0.0900,2,20,0,1118
4889,-29.700,42,0.3469,0.412108,0.0900,2,20,0,1119
4890,-34.300,20,0.3467,0.409919,0.0900,2,20,0,1120
4891,-31.700,30,0.3465,0.403948,0.0900,2,20,0,1121
4892,-32.550,33,0.3463,0.381746,0.0900,2,20,0,1122
4893,-24.700,30,0.3462,0.417913,0.0900,2,20,0,1123
4894,-28.500,54,0.3460,0.394412,0.0900,2,20,0,1124
4895,-47.200,206,0.3458,0.409683,0.0900,2,20,0,1125
4896,98.100,168,0.3457,0.398782,0.0950,2,20,0,1126
4897,-27.000,42,0.3455,0.398379,0.0950,2,20,0,1127
4898,-33.400,36,0.3453,0.418524,0.0950,2,20,0,1128
4899,-31.050,37,0.3451,0.391286,0.0950,2,20,0,1129
4900,-34.500,54,0.3450,0.393137,0.0950,2,20,0,1130
4901,-34.250,47,0.3448,0.383126,0.0950,2,20,0,1131
4902,-33.150,69,0.3446,0.390298,0.0950,2,20,0,1132
4903,-19.800,74,0.3444,0.387948,0.0950,2,20,0,1133
4904,-32.400,30,0.3443,0.389166,0.0950,2,20,0,1134
4905,-37.200,72,0.3441,0.429557,0.0950,2,20,0,1135
4906,-43.000,190,0.3439,0.403747,0.0950,2,20,0,1136
4907,-34.850,47,0.3438,0.384817,0.0950,2,20,0,1137
4908,-31.750,53,0.3436,0.402513,0.0950,2,20,0,1138
4909,-30.250,27,0.3434,0.360309,0.0900,2,20,0,1139
4910,-35.150,61,0.3432,0.418494,0.0900,2,20,0,1140
4911,-40.700,372,0.3431,0.394526,0.0900,2,20,0,1141
4912,-37.400,76,0.3429,0.410231,0.0900,2,20,0,1142
4913,105.800,78,0.3427,0.362051,0.0950,2,20,0,1143
4914,-26.900,32,0.3426,0.367276,0.0950,2,20,0,1144
4915,-38.150,125,0.3424,0.410034,0.0950,2,20,0,1145
4916,-29.000,48,0.3422,0.395477,0.0950,2,20,0,1146
4917,-30.700,30,0.3420,0.384920,0.0950,2,20,0,1147
4918,-34.200,20,0.3419,0.428546,0.0950,2,20,0,1148
4919,-28.050,23,0.3417,0.383868,0.0900,2,20,0,1149
4920,-33.500,82,0.3415,0.390796,0.0900,2,20,0,1150
4921,-34.000,64,0.3414,0.400789,0.0850,2,20,0,1151
4922,85.050,317,0.3412,0.399622,0.0900,2,20,0,1152
4923,-30.100,98,0.3410,0.415721,0.0900,2,20,0,1153
4924,-27.400,48,0.3408,0.398243,0.0900,2,20,0,1154
4925,-29.500,32,0.3407,0.399104,0.0850,2,20,0,1155
4926,-30.200,24,0.3405,0.406929,0.0850,2,20,0,1156
4927,-32.750,45,0.3403,0.413578,0.0850,2,20,0,1157
4928,-26.700,176,0.3402,0.378180,0.0850,2,20,0,1158
4929,-34.700,192,0.3400,0.392698,0.0850,2,20,0,1159
4930,-25.850,69,0.3398,0.389564,0.0850,2,20,0,1160
4931,-27.350,49,0.3397,0.420722,0.0850,2,20,0,1161
4932,108.750,79,0.3395,0.403947,0.0900,2,20,0,1162
4933,110.950,29,0.3393,0.389000,0.0950,2,20,0,1163
4934,-39.700,92,0.3391,0.388640,0.0950,2,20,0,1164
4935,-31.450,31,0.3390,0.388904,0.0950,2,20,0,1165
4936,-31.350,49,0.3388,0.364221,0.0950,2,20,0,1166
4937,-26.900,26,0.3386,0.405286,0.0950,2,20,0,1167
4938,-35.200,32,0.3385,0.439161,0.0950,2,20,0,1168
4939,-37.050,179,0.3383,0.416582,0.0950,2,20,0,1169
4940,-31.600,54,0.3381,0.434668,0.0950,2,20,0,1170
4941,-28.700,22,0.3380,0.388867,0.0950,2,20,0,1171
4942,-41.650,353,0.3378,0.394836,0.0950,2,20,0,1172
4943,-29.050,33,0.3376,0.414806,0.0950,2,20,0,1173
4944,-47.350,303,0.3375,0.393569,0.0950,2,20,0,1174
4945,-36.500,42,0.3373,0.388142,0.0950,2,20,0,1175
4946,-29.900,32,0.3371,0.397602,0.0900,2,20,0,1176
4947,-36.600,92,0.3369,0.403030,0.0900,2,20,0,1177
4948,102.150,113,0.3368,0.403073,0.0950,2,20,0,1178
4949,-32.950,91,0.3366,0.392811,0.0950,2,20,0,1179
4950,-27.450,51,0.3364,0.406894,0.0900,2,20,0,1180
4951,-37.500,118,0.3363,0.395802,0.0900,2,20,0,1181
4952,-36.700,60,0.3361,0.379505,0.0900,2,20,0,1182
4953,-27.600,84,0.3359,0.387843,0.0900,2,20,0,1183
4954,-51.450,439,0.3358,0.383865,0.0900,2,20,0,1184
4955,-28.950,63,0.3356,0.363175,0.0900,2,20,0,1185
4956,-34.650,53,0.3354,0.347835,0.0900,2,20,0,1186
4957,-22.900,60,0.3353,0.360222,0.0900,2,20,0,1187
4958,-31.650,49,0.3351,0.393973,0.0900,2,20,0,1188
4959,-29.600,48,0.3349,0.391184,0.0900,2,20,0,1189
4960,-33.250,33,0.3348,0.357790,0.0900,2,20,0,1190
4961,-29.550,35,0.3346,0.382700,0.0850,2,20,0,1191
4962,-27.100,30,0.3344,0.394610,0.0850,2,20,0,1192
4963,-36.700,24,0.3343,0.373993,0.0850,2,20,0,1193
4964,106.450,77,0.3341,0.365008,0.0900,2,20,0,1194
4965,-26.600,32,0.3339,0.407385,0.0900,2,20,0,1195
4966,-35.900,74,0.3338,0.401394,0.0900,2,20,0,1196
4967,-31.500,46,0.3336,0.384412,0.0900,2,20,0,1197
4968,-29.950,33,0.3334,0.419041,0.0900,2,20,0,1198
4969,-34.300,28,0.3333,0.406718,0.0900,2,20,0,1199
4970,-36.450,127,0.3331,0.387000,0.0900,2,20,0,1200
4971,-33.100,32,0.3329,0.385226,0.0900,2,20,0,1201
4972,-32.900,40,0.3328,0.396452,0.0900,2,20,0,1202
4973,-36.550,29,0.3326,0.376555,0.0900,2,20,0,1203
4974,-25.350,73,0.3324,0.373265,0.0900,2,20,0,1204
4975,104.050,265,0.3323,0.366459,0.0950,2,20,0,1205
4976,-37.950,191,0.3321,0.377622,0.0950,2,20,0,1206
4977,-34.100,500,0.3319,0.370008,0.0950,2,20,0,1207
4978,-28.600,12,0.3318,0.392724,0.0950,2,20,0,1208
4979,-34.150,53,0.3316,0.379700,0.0950,2,20,0,1209
4980,116.700,68,0.3314,0.372645,0.1000,2,20,0,1210
4981,-27.100,36,0.3313,0.363123,0.0950,2,20,0,1211
4982,-35.850,69,0.3311,0.371165,0.0950,2,20,0,1212
4983,-27.500,24,0.3309,0.400826,0.0950,2,20,0,1213
4984,-32.600,130,0.3308,0.390116,0.0950,2,20,0,1214
4985,-34.550,53,0.3306,0.335872,0.0950,2,20,0,1215
4986,-34.650,55,0.3304,0.375635,0.0950,2,20,0,1216
4987,-21.950,107,0.3303,0.344197,0.0950,2,20,0,1217
4988,-30.750,29,0.3301,0.367006,0.0950,2,20,0,1218
4989,-34.750,47,0.3299,0.374656,0.0950,2,20,0,1219
4990,-26.050,75,0.3298,0.398994,0.0950,2,20,0,1220
4991,-36.350,85,0.3296,0.355593,0.0950,2,20,0,1221
4992,-33.900,88,0.3295,0.377636,0.0950,2,20,0,1222
4993,-33.600,34,0.3293,0.350043,0.0950,2,20,0,1223
4994,-38.200,96,0.3291,0.397340,0.0950,2,20,0,1224
4995,-32.550,113,0.3290,0.352052,0.0950,2,20,0,1225
4996,-42.300,158,0.3288,0.358663,0.0950,2,20,0,1226
4997,-26.700,14,0.3286,0.358931,0.0900,2,20,0,1227
4998,-36.900,68,0.3285,0.368781,0.0900,2,20,0,1228
4999,-40.300,78,0.3283,0.378258,0.0900,2,20,0,1229
5000,-29.650,55,0.3281,0.342669,0.0900,2,20,0,1230
5001,-34.450,51,0.3280,0.385832,0.0900,2,20,0,1231
5002,-39.400,92,0.3278,0.368962,0.0900,2,20,0,1232
5003,-31.200,48,0.3276,0.381626,0.0900,2,20,0,1233
5004,-37.250,77,0.3275,0.361290,0.0900,2,20,0,1234
5005,-41.800,132,0.3273,0.359218,0.0900,2,20,0,1235
5006,-32.300,42,0.3272,0.374975,0.0900,2,20,0,1236
5007,-31.800,54,0.3270,0.355723,0.0900,2,20,0,1237
5008,-50.550,91,0.3268,0.391706,0.0900,2,20,0,1238
5009,106.600,72,0.3267,0.357659,0.0950,2,20,0,1239
5010,-63.500,466,0.3265,0.373839,0.0950,2,20,0,1240
5011,-28.900,40,0.3263,0.399745,0.0900,2,20,0,1241
5012,-34.250,47,0.3262,0.403991,0.0900,2,20,0,1242
5013,108.100,48,0.3260,0.410850,0.0950,2,20,0,1243
5014,-30.600,82,0.3258,0.342644,0.0950,2,20,0,1244
5015,-51.150,335,0.3257,0.380391,0.0950,2,20,0,1245
5016,-25.900,32,0.3255,0.345511,0.0950,2,20,0,1246
5017,-42.850,291,0.3254,0.395313,0.0950,2,20,0,1247
5018,-32.200,32,0.3252,0.382506,0.0950,2,20,0,1248
5019,-30.550,41,0.3250,0.399029,0.0950,2,20,0,1249
5020,-33.400,52,0.3249,0.371195,0.0950,2,20,0,1250
5021,-33.700,90,0.3247,0.365392,0.0950,2,20,0,1251
5022,-32.000,34,0.3245,0.398215,0.0950,2,20,0,1252
5023,-29.450,51,0.3244,0.408315,0.0950,2,20,0,1253
5024,-31.350,49,0.3242,0.373426,0.0950,2,20,0,1254
5025,-24.400,38,0.3241,0.405759,0.0950,2,20,0,1255
5026,-28.700,72,0.3239,0.434745,0.0950,2,20,0,1256
5027,-33.350,123,0.3237,0.408810,0.0900,2,20,0,1257
5028,-29.400,70,0.3236,0.389048,0.0900,2,20,0,1258
5029,-24.200,40,0.3234,0.377163,0.0900,2,20,0,1259
5030,-28.900,26,0.3232,0.397278,0.0900,2,20,0,1260
5031,103.750,13,0.3231,0.417315,0.0950,2,20,0,1261
5032,-39.000,500,0.3229,0.398142,0.0900,2,20,0,1262
5033,-28.300,40,0.3228,0.408242,0.0900,2,20,0,1263
5034,-35.200,52,0.3226,0.435251,0.0900,2,20,0,1264
5035,-25.850,51,0.3224,0.395296,0.0900,2,20,0,1265
5036,-26.200,102,0.3223,0.413005,0.0900,2,20,0,1266
5037,-33.150,51,0.3221,0.417272,0.0900,2,20,0,1267
5038,-23.600,42,0.3220,0.387969,0.0900,2,20,0,1268
5039,-33.650,77,0.3218,0.419637,0.0900,2,20,0,1269
5040,-19.450,119,0.3216,0.408031,0.0850,2,20,0,1270
5041,105.950,87,0.3215,0.404814,0.0900,2,20,0,1271
5042,113.000,82,0.3213,0.369143,0.0950,2,20,0,1272
5043,-33.450,57,0.3212,0.362698,0.0950,2,20,0,1273
5044,-34.650,37,0.3210,0.418037,0.0900,2,20,0,1274
5045,-24.650,183,0.3208,0.374369,0.0900,2,20,0,1275
5046,-37.500,122,0.3207,0.386789,0.0900,2,20,0,1276
5047,-36.050,177,0.3205,0.380883,0.0900,2,20,0,1277
5048,-25.200,52,0.3204,0.366823,0.0900,2,20,0,1278
5049,-31.900,40,0.3202,0.389292,0.0900,2,20,0,1279
5050,-28.000,84,0.3200,0.404320,0.0900,2,20,0,1280
5051,-27.750,29,0.3199,0.386039,0.0900,2,20,0,1281
5052,-36.300,42,0.3197,0.376691,0.0900,2,20,0,1282
5053,-32.350,73,0.3196,0.392835,0.0900,2,20,0,1283
5054,-33.250,69,0.3194,0.398304,0.0900,2,20,0,1284
5055,-33.400,60,0.3192,0.373581,0.0900,2,20,0,1285
5056,111.400,108,0.3191,0.385418,0.0950,2,20,0,1286
5057,-31.900,52,0.3189,0.401412,0.0900,2,20,0,1287
5058,-35.900,54,0.3188,0.386637,0.0900,2,20,0,1288
5059,-44.650,337,0.3186,0.383584,0.0900,2,20,0,1289
5060,-35.800,48,0.3184,0.395243,0.0850,2,20,0,1290
5061,-30.750,23,0.3183,0.362066,0.0850,2,20,0,1291
5062,-36.900,134,0.3181,0.409691,0.0850,2,20,0,1292
5063,-34.100,56,0.3180,0.399380,0.0850,2,20,0,1293
5064,-35.500,82,0.3178,0.373674,0.0850,2,20,0,1294
5065,-49.700,352,0.3176,0.395937,0.0850,2,20,0,1295
5066,-35.350,71,0.3175,0.363575,0.0850,2,20,0,1296
5067,-34.000,42,0.3173,0.401721,0.0850,2,20,0,1297
5068,-34.300,70,0.3172,0.371375,0.0850,2,20,0,1298
5069,-39.250,79,0.3170,0.350629,0.0850,2,20,0,1299
5070,109.600,22,0.3168,0.367460,0.0900,2,20,0,1300
5071,-40.150,103,0.3167,0.380790,0.0900,2,20,0,1301
5072,-35.050,99,0.3165,0.382157,0.0900,2,20,0,1302
5073,-30.900,80,0.3164,0.383778,0.0900,2,20,0,1303
5074,-22.400,42,0.3162,0.402230,0.0900,2,20,0,1304
5075,-33.300,34,0.3161,0.386500,0.0900,2,20,0,1305
5076,-40.250,159,0.3159,0.404014,0.0900,2,20,0,1306
5077,-30.050,49,0.3157,0.388738,0.0900,2,20,0,1307
5078,-32.100,22,0.3156,0.389248,0.0900,2,20,0,1308
5079,-27.600,54,0.3154,0.396617,0.0900,2,20,0,1309
5080,-34.500,52,0.3153,0.393805,0.0850,2,20,0,1310
5081,-28.600,40,0.3151,0.371389,0.0850,2,20,0,1311
5082,-43.100,166,0.3150,0.381252,0.0800,2,20,0,1312
5083,-28.100,66,0.3148,0.406423,0.0800,2,20,0,1313
5084,-29.400,32,0.3146,0.396533,0.0800,2,20,0,1314
5085,-25.400,86,0.3145,0.407976,0.0800,2,20,0,1315
5086,-33.650,27,0.3143,0.424265,0.0800,2,20,0,1316
5087,-29.250,41,0.3142,0.367617,0.0800,2,20,0,1317
5088,-34.000,36,0.3140,0.404357,0.0800,2,20,0,1318
5089,-32.650,35,0.3138,0.346392,0.0800,2,20,0,1319
5090,-29.800,32,0.3137,0.406815,0.0800,2,20,0,1320
5091,-34.650,53,0.3135,0.405633,0.0800,2,20,0,1321
5092,-26.500,32,0.3134,0.381240,0.0800,2,20,0,1322
5093,-35.100,26,0.3132,0.371772,0.0800,2,20,0,1323
5094,-36.700,74,0.3131,0.372489,0.0800,2,20,0,1324
5095,110.550,61,0.3129,0.381959,0.0850,2,20,0,1325
5096,-46.750,213,0.3128,0.398780,0.0800,2,20,0,1326
5097,-36.650,47,0.3126,0.380604,0.0800,2,20,0,1327
5098,-20.000,36,0.3124,0.409158,0.0800,2,20,0,1328
5099,-24.950,85,0.3123,0.381274,0.0800,2,20,0,1329
5100,-24.200,76,0.3121,0.367831,0.0800,2,20,0,1330
5101,-30.950,87,0.3120,0.379121,0.0800,2,20,0,1331
5102,-34.300,42,0.3118,0.372698,0.0800,2,20,0,1332
5103,-34.150,39,0.3117,0.385619,0.0800,2,20,0,1333
5104,-35.600,34,0.3115,0.425251,0.0800,2,20,0,1334
5105,-29.950,49,0.3113,0.381577,0.0800,2,20,0,1335
5106,-36.300,102,0.3112,0.365906,0.0800,2,20,0,1336
5107,107.950,97,0.3110,0.384411,0.0850,2,20,0,1337
5108,-31.500,38,0.3109,0.397348,0.0850,2,20,0,1338
5109,-33.900,68,0.3107,0.389848,0.0850,2,20,0,1339
5110,-29.950,35,0.3106,0.389570,0.0850,2,20,0,1340
5111,-35.800,32,0.3104,0.396565,0.0850,2,20,0,1341
5112,-22.350,99,0.3103,0.395515,0.0850,2,20,0,1342
5113,-30.050,95,0.3101,0.385230,0.0800,2,20,0,1343
5114,-25.500,24,0.3099,0.413106,0.0800,2,20,0,1344
5115,111.300,62,0.3098,0.407554,0.0850,2,20,0,1345
5116,-29.150,61,0.3096,0.373090,0.0850,2,20,0,1346
5117,-22.800,88,0.3095,0.380452,0.0850,2,20,0,1347
5118,-32.850,53,0.3093,0.357528,0.0850,2,20,0,1348
5119,-33.800,34,0.3092,0.373713,0.0850,2,20,0,1349
5120,107.200,102,0.3090,0.355024,0.0900,2,20,0,1350
5121,-22.600,92,0.3089,0.372707,0.0900,2,20,0,1351
5122,-28.000,62,0.3087,0.380056,0.0850,2,20,0,1352
5123,103.550,209,0.3086,0.385535,0.0900,2,20,0,1353
5124,-31.500,32,0.3084,0.418119,0.0900,2,20,0,1354
5125,-40.000,78,0.3082,0.388072,0.0900,2,20,0,1355
5126,-30.150,47,0.3081,0.369346,0.0900,2,20,0,1356
5127,-37.400,68,0.3079,0.412729,0.0900,2,20,0,1357
5128,-43.650,219,0.3078,0.381579,0.0900,2,20,0,1358
5129,-32.350,63,0.3076,0.405980,0.0900,2,20,0,1359
5130,-39.800,80,0.3075,0.416891,0.0900,2,20,0,1360
5131,-32.600,104,0.3073,0.379934,0.0900,2,20,0,1361
5132,-31.850,59,0.3072,0.421501,0.0850,2,20,0,1362
5133,-36.750,85,0.3070,0.396048,0.0800,2,20,0,1363
5134,-32.800,54,0.3069,0.408808,0.0800,2,20,0,1364
5135,107.000,128,0.3067,0.375651,0.0850,2,20,0,1365
5136,-33.500,32,0.3066,0.409830,0.0850,2,20,0,1366
5137,-36.400,78,0.3064,0.385860,0.0850,2,20,0,1367
5138,-37.600,500,0.3063,0.389800,0.0850,2,20,0,1368
5139,-34.500,40,0.3061,0.374066,0.0850,2,20,0,1369
5140,-33.150,39,0.3059,0.390264,0.0850,2,20,0,1370
5141,105.550,57,0.3058,0.385200,0.0900,2,20,0,1371
5142,-23.200,126,0.3056,0.386794,0.0900,2,20,0,1372
5143,-23.650,69,0.3055,0.373380,0.0900,2,20,0,1373
5144,-31.250,69,0.3053,0.372528,0.0900,2,20,0,1374
5145,-40.850,267,0.3052,0.386324,0.0900,2,20,0,1375
5146,-30.450,29,0.3050,0.380350,0.0900,2,20,0,1376
5147,-32.300,26,0.3049,0.403123,0.0900,2,20,0,1377
5148,-34.350,43,0.3047,0.401072,0.0850,2,20,0,1378
5149,-33.950,49,0.3046,0.432249,0.0850,2,20,0,1379
5150,-34.500,72,0.3044,0.381714,0.0850,2,20,0,1380
5151,-37.450,173,0.3043,0.377106,0.0850,2,20,0,1381
5152,-32.900,62,0.3041,0.405334,0.0850,2,20,0,1382
5153,-54.650,339,0.3040,0.376901,0.0850,2,20,0,1383
5154,-31.100,52,0.3038,0.371705,0.0850,2,20,0,1384
5155,-32.550,45,0.3037,0.369945,0.0850,2,20,0,1385
5156,-31.700,36,0.3035,0.358181,0.0850,2,20,0,1386
5157,-33.350,39,0.3034,0.362672,0.0850,2,20,0,1387
5158,-37.900,72,0.3032,0.361215,0.0850,2,20,0,1388
5159,-32.700,44,0.3031,0.357194,0.0850,2,20,0,1389
5160,-35.150,83,0.3029,0.387146,0.0850,2,20,0,1390
5161,103.750,85,0.3027,0.361119,0.0900,2,20,0,1391
5162,-32.300,112,0.3026,0.375642,0.0900,2,20,0,1392
5163,-32.300,138,0.3024,0.388964,0.0900,2,20,0,1393
5164,-36.150,115,0.3023,0.364263,0.0850,2,20,0,1394
5165,-31.550,33,0.3021,0.380889,0.0850,2,20,0,1395
5166,-36.100,112,0.3020,0.370946,0.0850,2,20,0,1396
5167,-22.400,120,0.3018,0.370771,0.0850,2,20,0,1397
5168,-34.100,38,0.3017,0.390090,0.0850,2,20,0,1398
5169,-45.700,326,0.3015,0.370939,0.0850,2,20,0,1399
5170,-32.250,103,0.3014,0.383538,0.0850,2,20,0,1400
5171,-31.900,76,0.3012,0.387354,0.0850,2,20,0,1401
5172,-35.650,37,0.3011,0.346950,0.0850,2,20,0,1402
5173,-29.850,17,0.3009,0.365839,0.0850,2,20,0,1403
5174,-33.300,84,0.3008,0.386065,0.0850,2,20,0,1404
5175,-22.700,112,0.3006,0.405649,0.0800,2,20,0,1405
5176,-35.850,25,0.3005,0.388739,0.0800,2,20,0,1406
5177,-35.550,183,0.3003,0.392885,0.0800,2,20,0,1407
5178,-37.150,103,0.3002,0.381581,0.0800,2,20,0,1408
5179,-40.550,477,0.3000,0.394815,0.0800,2,20,0,1409
5180,-38.750,183,0.2999,0.375541,0.0750,2,20,0,1410
5181,-34.350,65,0.2997,0.419722,0.0750,2,20,0,1411
5182,-38.400,52,0.2996,0.413231,0.0750,2,20,0,1412
5183,-29.800,24,0.2994,0.411794,0.0750,2,20,0,1413
5184,107.400,102,0.2993,0.378055,0.0800,2,20,0,1414
5185,-34.350,43,0.2991,0.373152,0.0800,2,20,0,1415
5186,-32.500,32,0.2990,0.419165,0.0800,2,20,0,1416
5187,-28.900,54,0.2988,0.360870,0.0800,2,20,0,1417
5188,-35.500,68,0.2987,0.386035,0.0800,2,20,0,1418
5189,-34.800,82,0.2985,0.399373,0.0800,2,20,0,1419
5190,-40.950,143,0.2984,0.397479,0.0800,2,20,0,1420
5191,-37.500,66,0.2982,0.374629,0.0800,2,20,0,1421
5192,-31.550,69,0.2981,0.380981,0.0800,2,20,0,1422
5193,-40.650,65,0.2979,0.401565,0.0800,2,20,0,1423
5194,-32.500,140,0.2978,0.408181,0.0800,2,20,0,1424
5195,-33.100,16,0.2976,0.444561,0.0800,2,20,0,1425
5196,-29.700,62,0.2975,0.399521,0.0800,2,20,0,1426
5197,-33.500,52,0.2973,0.396242,0.0800,2,20,0,1427
5198,110.300,50,0.2972,0.437222,0.0850,2,20,0,1428
5199,-34.000,50,0.2970,0.415640,0.0850,2,20,0,1429
5200,-34.750,51,0.2969,0.382510,0.0850,2,20,0,1430
5201,-30.600,34,0.2968,0.370808,0.0850,2,20,0,1431
5202,-29.050,119,0.2966,0.407130,0.0850,2,20,0,1432
5203,-28.000,48,0.2965,0.407305,0.0850,2,20,0,1433
5204,-37.700,160,0.2963,0.408475,0.0850,2,20,0,1434
5205,-44.350,179,0.2962,0.404141,0.0850,2,20,0,1435
