episode,total_reward,steps,epsilon,loss_mean,win_rate,phase,map_size,no_enemies,ep_seed
436,-35.450,55,0.8041,0.548617,0.0350,0,16,1,510
437,-36.150,45,0.8037,0.655088,0.0350,0,16,1,511
438,-41.250,123,0.8033,0.610621,0.0350,0,16,1,512
439,-31.350,71,0.8029,0.605969,0.0350,0,16,1,513
440,-34.300,46,0.8025,0.542508,0.0350,0,16,1,514
441,-37.350,101,0.8021,0.556028,0.0350,0,16,1,515
442,-32.650,53,0.8017,0.574311,0.0350,0,16,1,516
443,-40.850,87,0.8013,0.579847,0.0350,0,16,1,517
444,-35.800,50,0.8009,0.578679,0.0350,0,16,1,518
445,-30.400,34,0.8005,0.683934,0.0300,0,16,1,519
446,-34.950,29,0.8001,0.561858,0.0300,0,16,1,520
447,-40.050,75,0.7997,0.584355,0.0300,0,16,1,521
448,-37.600,46,0.7993,0.629509,0.0300,0,16,1,522
449,-39.050,103,0.7989,0.585633,0.0300,0,16,1,523
450,-38.400,88,0.7985,0.569182,0.0300,0,16,1,524
451,-36.900,110,0.7981,0.577280,0.0300,0,16,1,525
452,-37.100,76,0.7977,0.585852,0.0300,0,16,1,526
453,-35.450,67,0.7973,0.599132,0.0300,0,16,1,527
454,-33.800,64,0.7969,0.612389,0.0300,0,16,1,528
455,-35.200,50,0.7965,0.601311,0.0300,0,16,1,529
456,98.600,76,0.7961,0.593461,0.0350,0,16,1,530
457,-31.450,73,0.7957,0.651817,0.0350,0,16,1,531
458,-33.850,29,0.7953,0.597870,0.0350,0,16,1,532
459,-36.050,95,0.7949,0.594129,0.0350,0,16,1,533
460,-37.400,52,0.7945,0.630675,0.0350,0,16,1,534
461,-36.350,17,0.7941,0.636774,0.0350,0,16,1,535
462,-43.650,133,0.7937,0.574362,0.0350,0,16,1,536
463,-32.550,19,0.7933,0.659051,0.0350,0,16,1,537
464,93.500,64,0.7929,0.608577,0.0400,0,16,1,538
465,-35.650,101,0.7925,0.604082,0.0400,0,16,1,539
466,-36.550,53,0.7921,0.597643,0.0400,0,16,1,540
467,-39.850,93,0.7917,0.589296,0.0400,0,16,1,541
468,-35.350,71,0.7913,0.635217,0.0400,0,16,1,542
469,-43.350,71,0.7909,0.571845,0.0400,0,16,1,543
470,-33.400,38,0.7905,0.546163,0.0400,0,16,1,544
471,-35.650,51,0.7901,0.601094,0.0400,0,16,1,545
472,-39.500,68,0.7897,0.637153,0.0400,0,16,1,546
473,-31.950,63,0.7893,0.568407,0.0400,0,16,1,547
474,-35.350,41,0.7889,0.546732,0.0400,0,16,1,548
475,-30.150,27,0.7886,0.585948,0.0400,0,16,1,549
476,-40.300,156,0.7882,0.569941,0.0400,0,16,1,550
477,-39.250,73,0.7878,0.633600,0.0400,0,16,1,551
478,-38.600,48,0.7874,0.567548,0.0400,0,16,1,552
479,-31.600,30,0.7870,0.574241,0.0400,0,16,1,553
480,-34.050,83,0.7866,0.615550,0.0400,0,16,1,554
481,-33.800,60,0.7862,0.543738,0.0400,0,16,1,555
482,-39.250,41,0.7858,0.526370,0.0400,0,16,1,556
483,-35.700,48,0.7854,0.607127,0.0400,0,16,1,557
484,-31.900,30,0.7850,0.595234,0.0400,0,16,1,558
485,-37.050,57,0.7846,0.539269,0.0400,0,16,1,559
486,-35.700,40,0.7842,0.559327,0.0400,0,16,1,560
487,-40.150,133,0.7838,0.593898,0.0400,0,16,1,561
488,-40.600,92,0.7834,0.602837,0.0400,0,16,1,562
489,-47.650,199,0.7830,0.562517,0.0400,0,16,1,563
490,-34.650,31,0.7827,0.537356,0.0400,0,16,1,564
491,-31.500,18,0.7823,0.585487,0.0400,0,16,1,565
492,-34.050,39,0.7819,0.570892,0.0400,0,16,1,566
493,-34.200,28,0.7815,0.562787,0.0400,0,16,1,567
494,-33.150,41,0.7811,0.559308,0.0400,0,16,1,568
495,-44.250,115,0.7807,0.579955,0.0400,0,16,1,569
496,103.000,22,0.7803,0.537950,0.0450,0,16,1,570
497,92.150,103,0.7799,0.570862,0.0500,0,16,1,571
498,-36.800,34,0.7795,0.575951,0.0500,0,16,1,572
499,-32.850,47,0.7791,0.546449,0.0500,0,16,1,573
500,94.750,77,0.7788,0.523045,0.0550,0,16,1,574
501,-34.650,61,0.7784,0.576752,0.0550,0,16,1,575
502,-37.150,67,0.7780,0.592930,0.0550,0,16,1,576
503,-38.050,93,0.7776,0.587038,0.0550,0,16,1,577
504,105.750,45,0.7772,0.608737,0.0600,0,16,1,578
505,-38.700,76,0.7768,0.561741,0.0600,0,16,1,579
506,-34.850,89,0.7764,0.563795,0.0600,0,16,1,580
507,-32.750,23,0.7760,0.551117,0.0600,0,16,1,581
508,-35.350,25,0.7756,0.556830,0.0600,0,16,1,582
509,-37.100,64,0.7753,0.580346,0.0600,0,16,1,583
510,-33.400,56,0.7749,0.570654,0.0600,0,16,1,584
511,-35.900,52,0.7745,0.541052,0.0600,0,16,1,585
512,-38.750,125,0.7741,0.563519,0.0550,0,16,1,586
513,-35.400,64,0.7737,0.569277,0.0550,0,16,1,587
514,-37.100,26,0.7733,0.578504,0.0550,0,16,1,588
515,-53.200,168,0.7729,0.564882,0.0550,0,16,1,589
516,-33.800,46,0.7725,0.560343,0.0550,0,16,1,590
517,-34.800,36,0.7722,0.558700,0.0550,0,16,1,591
518,-35.100,28,0.7718,0.537993,0.0550,0,16,1,592
519,-39.000,64,0.7714,0.524569,0.0550,0,16,1,593
520,-34.950,69,0.7710,0.567758,0.0550,0,16,1,594
521,-36.700,54,0.7706,0.549589,0.0550,0,16,1,595
522,-34.500,38,0.7702,0.613765,0.0550,0,16,1,596
523,-40.500,100,0.7698,0.543140,0.0550,0,16,1,597
524,74.700,250,0.7695,0.535355,0.0600,0,16,1,598
525,-32.000,82,0.7691,0.600658,0.0600,0,16,1,599
526,-33.500,30,0.7687,0.537052,0.0550,0,16,1,600
527,-37.250,67,0.7683,0.580496,0.0550,0,16,1,601
528,-42.350,189,0.7679,0.546219,0.0550,0,16,1,602
529,-27.200,42,0.7675,0.563886,0.0550,0,16,1,603
530,-37.950,121,0.7672,0.567898,0.0550,0,16,1,604
531,-39.100,86,0.7668,0.565770,0.0550,0,16,1,605
532,-34.050,35,0.7664,0.561161,0.0550,0,16,1,606
533,-31.150,17,0.7660,0.482653,0.0550,0,16,1,607
534,-36.750,101,0.7656,0.536254,0.0550,0,16,1,608
535,-38.000,92,0.7652,0.543237,0.0550,0,16,1,609
536,-36.900,54,0.7649,0.564388,0.0550,0,16,1,610
537,-33.300,22,0.7645,0.584774,0.0550,0,16,1,611
538,-37.750,81,0.7641,0.528862,0.0550,0,16,1,612
539,-30.400,66,0.7637,0.534191,0.0550,0,16,1,613
540,-37.400,54,0.7633,0.500432,0.0550,0,16,1,614
541,-37.700,36,0.7629,0.497636,0.0550,0,16,1,615
542,-31.000,44,0.7626,0.497243,0.0550,0,16,1,616
543,-34.950,13,0.7622,0.550903,0.0550,0,16,1,617
544,-32.250,43,0.7618,0.523886,0.0550,0,16,1,618
545,-41.300,82,0.7614,0.541976,0.0550,0,16,1,619
546,89.800,174,0.7610,0.548006,0.0600,0,16,1,620
547,-36.250,59,0.7607,0.555159,0.0550,0,16,1,621
548,-44.400,116,0.7603,0.562126,0.0550,0,16,1,622
549,-33.000,16,0.7599,0.485512,0.0550,0,16,1,623
550,-36.600,52,0.7595,0.552320,0.0550,0,16,1,624
551,-33.900,36,0.7591,0.568697,0.0500,0,16,1,625
552,-36.400,42,0.7588,0.550228,0.0500,0,16,1,626
553,-41.550,83,0.7584,0.565927,0.0500,0,16,1,627
554,-34.300,22,0.7580,0.555915,0.0500,0,16,1,628
555,-33.550,67,0.7576,0.537211,0.0500,0,16,1,629
556,-31.400,70,0.7572,0.516885,0.0500,0,16,1,630
557,-39.200,60,0.7569,0.516953,0.0500,0,16,1,631
558,-36.700,58,0.7565,0.552658,0.0500,0,16,1,632
559,-42.000,108,0.7561,0.542540,0.0500,0,16,1,633
560,-33.750,69,0.7557,0.551620,0.0500,0,16,1,634
561,-31.550,41,0.7554,0.468516,0.0500,0,16,1,635
562,-35.500,38,0.7550,0.573451,0.0500,0,16,1,636
563,-50.150,185,0.7546,0.533659,0.0500,0,16,1,637
564,-37.050,51,0.7542,0.515275,0.0500,0,16,1,638
565,-34.550,29,0.7538,0.437154,0.0500,0,16,1,639
566,-33.150,33,0.7535,0.547753,0.0500,0,16,1,640
567,-44.900,130,0.7531,0.545890,0.0500,0,16,1,641
568,-40.950,99,0.7527,0.515364,0.0500,0,16,1,642
569,-38.000,62,0.7523,0.593243,0.0500,0,16,1,643
570,-31.550,89,0.7520,0.531040,0.0500,0,16,1,644
571,-34.300,30,0.7516,0.561667,0.0500,0,16,1,645
572,-36.050,93,0.7512,0.532863,0.0500,0,16,1,646
573,-32.950,15,0.7508,0.497107,0.0500,0,16,1,647
574,-34.650,23,0.7505,0.490851,0.0500,0,16,1,648
575,-39.100,132,0.7501,0.546255,0.0500,0,16,1,649
576,-46.150,163,0.7497,0.533012,0.0500,0,16,1,650
577,-33.300,36,0.7493,0.523459,0.0500,0,16,1,651
578,-35.150,19,0.7490,0.531914,0.0500,0,16,1,652
579,-45.800,128,0.7486,0.487801,0.0500,0,16,1,653
580,-37.150,61,0.7482,0.551815,0.0500,0,16,1,654
581,-41.550,149,0.7478,0.518623,0.0500,0,16,1,655
582,-36.050,51,0.7475,0.503231,0.0500,0,16,1,656
583,-68.050,367,0.7471,0.522894,0.0500,0,16,1,657
584,-33.400,24,0.7467,0.548675,0.0500,0,16,1,658
585,-48.350,183,0.7463,0.497443,0.0500,0,16,1,659
586,-36.500,110,0.7460,0.500620,0.0500,0,16,1,660
587,-35.100,34,0.7456,0.550185,0.0500,0,16,1,661
588,-39.300,122,0.7452,0.478512,0.0500,0,16,1,662
589,-45.300,114,0.7448,0.503580,0.0500,0,16,1,663
590,-36.750,47,0.7445,0.487822,0.0450,0,16,1,664
591,-36.050,45,0.7441,0.488142,0.0450,0,16,1,665
592,-36.750,87,0.7437,0.509708,0.0450,0,16,1,666
593,-29.550,35,0.7434,0.508594,0.0450,0,16,1,667
594,-37.050,69,0.7430,0.475058,0.0450,0,16,1,668
595,-30.950,43,0.7426,0.512868,0.0450,0,16,1,669
596,-41.000,106,0.7422,0.533958,0.0450,0,16,1,670
597,-33.150,49,0.7419,0.482909,0.0450,0,16,1,671
598,-32.150,25,0.7415,0.516195,0.0450,0,16,1,672
599,-42.650,143,0.7411,0.489815,0.0450,0,16,1,673
600,-43.900,156,0.7408,0.501198,0.0450,0,16,1,674
601,-35.150,49,0.7404,0.511332,0.0450,0,16,1,675
602,-37.100,42,0.7400,0.467774,0.0450,0,16,1,676
603,-36.850,31,0.7397,0.517182,0.0450,0,16,1,677
604,-33.550,37,0.7393,0.480961,0.0450,0,16,1,678
605,-34.950,37,0.7389,0.481567,0.0450,0,16,1,679
606,-34.450,25,0.7385,0.443908,0.0450,0,16,1,680
607,-41.150,97,0.7382,0.488081,0.0450,0,16,1,681
608,-33.700,44,0.7378,0.481698,0.0450,0,16,1,682
609,-33.450,19,0.7374,0.463659,0.0450,0,16,1,683
610,-82.100,482,0.7371,0.475682,0.0450,0,16,1,684
611,-37.150,45,0.7367,0.510237,0.0450,0,16,1,685
612,-31.650,43,0.7363,0.488381,0.0450,0,16,1,686
613,-35.750,81,0.7360,0.484108,0.0450,0,16,1,687
614,-36.450,49,0.7356,0.480939,0.0450,0,16,1,688
615,-38.000,76,0.7352,0.515763,0.0450,0,16,1,689
616,-37.600,70,0.7349,0.473864,0.0450,0,16,1,690
617,-33.600,114,0.7345,0.464562,0.0450,0,16,1,691
618,-39.300,86,0.7341,0.441504,0.0450,0,16,1,692
619,-31.350,47,0.7338,0.500144,0.0450,0,16,1,693
620,-34.100,78,0.7334,0.470719,0.0450,0,16,1,694
621,-39.900,108,0.7330,0.484467,0.0450,0,16,1,695
622,-33.250,51,0.7327,0.472316,0.0450,0,16,1,696
623,-34.450,31,0.7323,0.498242,0.0450,0,16,1,697
624,-37.050,49,0.7319,0.489666,0.0450,0,16,1,698
625,-44.450,127,0.7316,0.495618,0.0450,0,16,1,699
626,-33.750,51,0.7312,0.531224,0.0450,0,16,1,700
627,-35.450,35,0.7308,0.447589,0.0450,0,16,1,701
628,-31.150,17,0.7305,0.427230,0.0450,0,16,1,702
629,-57.700,270,0.7301,0.479238,0.0450,0,16,1,703
630,-38.050,63,0.7297,0.477830,0.0450,0,16,1,704
631,-38.200,76,0.7294,0.481567,0.0450,0,16,1,705
632,-44.550,117,0.7290,0.468968,0.0400,0,16,1,706
633,-29.900,26,0.7286,0.481254,0.0400,0,16,1,707
634,-50.200,154,0.7283,0.472119,0.0400,0,16,1,708
635,-34.150,43,0.7279,0.446845,0.0400,0,16,1,709
636,-33.850,27,0.7275,0.478901,0.0400,0,16,1,710
637,-33.700,44,0.7272,0.492929,0.0400,0,16,1,711
638,-51.600,236,0.7268,0.470499,0.0400,0,16,1,712
639,-37.200,70,0.7265,0.443747,0.0400,0,16,1,713
640,-32.500,94,0.7261,0.496110,0.0400,0,16,1,714
641,-29.250,19,0.7257,0.525692,0.0400,0,16,1,715
642,-32.800,34,0.7254,0.440865,0.0400,0,16,1,716
643,-39.750,105,0.7250,0.455028,0.0400,0,16,1,717
644,-36.700,98,0.7246,0.464823,0.0400,0,16,1,718
645,-33.850,43,0.7243,0.478593,0.0400,0,16,1,719
646,-34.600,66,0.7239,0.467041,0.0400,0,16,1,720
647,-33.700,60,0.7236,0.477372,0.0400,0,16,1,721
648,-32.900,12,0.7232,0.457461,0.0400,0,16,1,722
649,-36.250,45,0.7228,0.472233,0.0400,0,16,1,723
650,-30.350,53,0.7225,0.481482,0.0400,0,16,1,724
651,-45.750,127,0.7221,0.482281,0.0400,0,16,1,725
652,-34.450,73,0.7217,0.472173,0.0400,0,16,1,726
653,-35.000,32,0.7214,0.500680,0.0400,0,16,1,727
654,-34.100,32,0.7210,0.497140,0.0400,0,16,1,728
655,-37.300,64,0.7207,0.470260,0.0400,0,16,1,729
656,-38.850,113,0.7203,0.455756,0.0350,0,16,1,730
657,-42.200,160,0.7199,0.456994,0.0350,0,16,1,731
658,-40.350,87,0.7196,0.460858,0.0350,0,16,1,732
659,-37.650,47,0.7192,0.419554,0.0350,0,16,1,733
660,-35.250,29,0.7189,0.445635,0.0350,0,16,1,734
661,-34.750,63,0.7185,0.489998,0.0350,0,16,1,735
662,-33.350,35,0.7181,0.447898,0.0350,0,16,1,736
663,94.300,98,0.7178,0.437010,0.0400,0,16,1,737
664,-34.500,42,0.7174,0.421942,0.0350,0,16,1,738
665,-38.050,55,0.7171,0.494039,0.0350,0,16,1,739
666,-34.800,90,0.7167,0.513062,0.0350,0,16,1,740
667,-31.150,29,0.7164,0.518799,0.0350,0,16,1,741
668,-33.200,26,0.7160,0.457798,0.0350,0,16,1,742
669,-39.150,73,0.7156,0.432124,0.0350,0,16,1,743
670,97.100,64,0.7153,0.446422,0.0400,0,16,1,744
671,-34.600,46,0.7149,0.499731,0.0400,0,16,1,745
672,-44.550,115,0.7146,0.490891,0.0400,0,16,1,746
673,-35.500,102,0.7142,0.427378,0.0400,0,16,1,747
674,-37.750,65,0.7138,0.460945,0.0400,0,16,1,748
675,-37.900,78,0.7135,0.527138,0.0400,0,16,1,749
676,-34.350,31,0.7131,0.473330,0.0400,0,16,1,750
677,-37.100,66,0.7128,0.495258,0.0400,0,16,1,751
678,-41.500,132,0.7124,0.502946,0.0400,0,16,1,752
679,-34.250,29,0.7121,0.441526,0.0400,0,16,1,753
680,-34.700,46,0.7117,0.444852,0.0400,0,16,1,754
681,-40.100,68,0.7114,0.462318,0.0400,0,16,1,755
682,-28.200,50,0.7110,0.476416,0.0400,0,16,1,756
683,-36.400,86,0.7106,0.475905,0.0400,0,16,1,757
684,-30.100,26,0.7103,0.562004,0.0400,0,16,1,758
685,-35.700,30,0.7099,0.508725,0.0400,0,16,1,759
686,-39.550,81,0.7096,0.456825,0.0400,0,16,1,760
687,-35.750,159,0.7092,0.471080,0.0400,0,16,1,761
688,-50.600,204,0.7089,0.472294,0.0400,0,16,1,762
689,-32.750,31,0.7085,0.447754,0.0400,0,16,1,763
690,-38.650,69,0.7082,0.483261,0.0400,0,16,1,764
691,-38.700,104,0.7078,0.462341,0.0400,0,16,1,765
692,-33.100,56,0.7075,0.471542,0.0400,0,16,1,766
693,-36.950,45,0.7071,0.458815,0.0400,0,16,1,767
694,99.750,81,0.7067,0.431254,0.0450,0,16,1,768
695,-35.150,55,0.7064,0.466469,0.0450,0,16,1,769
696,-33.650,23,0.7060,0.517172,0.0400,0,16,1,770
697,-37.250,87,0.7057,0.500724,0.0350,0,16,1,771
698,-33.800,52,0.7053,0.461939,0.0350,0,16,1,772
699,92.400,118,0.7050,0.488132,0.0400,0,16,1,773
700,-36.450,31,0.7046,0.511946,0.0350,0,16,1,774
701,-34.100,40,0.7043,0.478589,0.0350,0,16,1,775
702,-33.800,38,0.7039,0.452399,0.0350,0,16,1,776
703,-37.700,106,0.7036,0.465439,0.0350,0,16,1,777
704,-38.850,111,0.7032,0.463575,0.0300,0,16,1,778
705,95.750,47,0.7029,0.480436,0.0350,0,16,1,779
706,-33.650,45,0.7025,0.474903,0.0350,0,16,1,780
707,-36.300,46,0.7022,0.511785,0.0350,0,16,1,781
708,-36.700,100,0.7018,0.477233,0.0350,0,16,1,782
709,-33.250,13,0.7015,0.469268,0.0350,0,16,1,783
710,-31.900,34,0.7011,0.422855,0.0350,0,16,1,784
711,-31.450,25,0.7008,0.448268,0.0350,0,16,1,785
712,-36.900,58,0.7004,0.471054,0.0350,0,16,1,786
713,-41.450,83,0.7001,0.481149,0.0350,0,16,1,787
714,-35.600,62,0.6997,0.458365,0.0350,0,16,1,788
715,103.450,15,0.6994,0.530137,0.0400,0,16,1,789
716,-38.000,92,0.6990,0.477051,0.0400,0,16,1,790
717,95.500,78,0.6987,0.487633,0.0450,0,16,1,791
718,-37.400,80,0.6983,0.520730,0.0450,0,16,1,792
719,-36.150,35,0.6980,0.469430,0.0450,0,16,1,793
720,-39.050,113,0.6976,0.490461,0.0450,0,16,1,794
721,-33.250,87,0.6973,0.471330,0.0450,0,16,1,795
722,-38.500,70,0.6969,0.485958,0.0450,0,16,1,796
723,-42.850,125,0.6966,0.488520,0.0450,0,16,1,797
724,-30.650,31,0.6962,0.442189,0.0400,0,16,1,798
725,-36.900,84,0.6959,0.468284,0.0400,0,16,1,799
726,-35.300,52,0.6955,0.475267,0.0400,0,16,1,800
727,-36.850,37,0.6952,0.491947,0.0400,0,16,1,801
728,-36.900,122,0.6948,0.489994,0.0400,0,16,1,802
729,-60.500,302,0.6945,0.490093,0.0400,0,16,1,803
730,-38.200,44,0.6941,0.465632,0.0400,0,16,1,804
731,-32.850,29,0.6938,0.471425,0.0400,0,16,1,805
732,-36.500,72,0.6934,0.517965,0.0400,0,16,1,806
733,-37.000,134,0.6931,0.465550,0.0400,0,16,1,807
734,-33.250,45,0.6927,0.443475,0.0400,0,16,1,808
735,-36.050,57,0.6924,0.469475,0.0400,0,16,1,809
736,-29.950,35,0.6921,0.489322,0.0400,0,16,1,810
737,-36.600,62,0.6917,0.535192,0.0400,0,16,1,811
738,-33.650,53,0.6914,0.501533,0.0400,0,16,1,812
739,-33.200,34,0.6910,0.468581,0.0400,0,16,1,813
740,-37.250,69,0.6907,0.516497,0.0400,0,16,1,814
741,-33.550,21,0.6903,0.495574,0.0400,0,16,1,815
742,-35.300,46,0.6900,0.477314,0.0400,0,16,1,816
743,-35.000,14,0.6896,0.520098,0.0400,0,16,1,817
744,-32.350,15,0.6893,0.445768,0.0400,0,16,1,818
745,-41.000,88,0.6889,0.487512,0.0400,0,16,1,819
746,-34.050,59,0.6886,0.479046,0.0350,0,16,1,820
747,-30.950,29,0.6883,0.436979,0.0350,0,16,1,821
748,-34.300,68,0.6879,0.451010,0.0350,0,16,1,822
749,-56.300,230,0.6876,0.481433,0.0350,0,16,1,823
750,-38.300,78,0.6872,0.462759,0.0350,0,16,1,824
751,-34.350,45,0.6869,0.497773,0.0350,0,16,1,825
752,-32.750,31,0.6865,0.485728,0.0350,0,16,1,826
753,-39.300,160,0.6862,0.466593,0.0350,0,16,1,827
754,-35.600,114,0.6859,0.478777,0.0350,0,16,1,828
755,-36.100,44,0.6855,0.491959,0.0350,0,16,1,829
756,-35.150,35,0.6852,0.493173,0.0350,0,16,1,830
757,-40.650,141,0.6848,0.494660,0.0350,0,16,1,831
758,-35.200,22,0.6845,0.436564,0.0350,0,16,1,832
759,-32.350,57,0.6841,0.437027,0.0350,0,16,1,833
760,-31.650,43,0.6838,0.476578,0.0350,0,16,1,834
761,98.750,109,0.6835,0.465484,0.0400,0,16,1,835
762,-43.050,139,0.6831,0.472599,0.0400,0,16,1,836
763,-34.050,21,0.6828,0.505346,0.0400,0,16,1,837
764,109.450,19,0.6824,0.495410,0.0450,0,16,1,838
765,-36.150,89,0.6821,0.454759,0.0450,0,16,1,839
766,-37.050,71,0.6817,0.460868,0.0450,0,16,1,840
767,-44.100,228,0.6814,0.494785,0.0450,0,16,1,841
768,-40.100,102,0.6811,0.461569,0.0450,0,16,1,842
769,-33.800,20,0.6807,0.461748,0.0450,0,16,1,843
770,-33.900,42,0.6804,0.460895,0.0450,0,16,1,844
771,-36.250,15,0.6800,0.503166,0.0450,0,16,1,845
772,-32.850,35,0.6797,0.438366,0.0450,0,16,1,846
773,-37.950,97,0.6794,0.470390,0.0450,0,16,1,847
774,-35.450,27,0.6790,0.517004,0.0450,0,16,1,848
775,-31.400,40,0.6787,0.536061,0.0450,0,16,1,849
776,100.600,54,0.6783,0.459676,0.0500,0,16,1,850
777,-33.800,24,0.6780,0.428453,0.0500,0,16,1,851
778,-35.100,32,0.6777,0.456018,0.0500,0,16,1,852
779,-32.550,33,0.6773,0.475889,0.0500,0,16,1,853
780,-34.650,17,0.6770,0.436349,0.0500,0,16,1,854
781,-31.750,55,0.6767,0.478731,0.0500,0,16,1,855
782,-30.250,41,0.6763,0.499035,0.0500,0,16,1,856
783,-44.050,117,0.6760,0.479185,0.0500,0,16,1,857
784,-34.500,14,0.6756,0.601628,0.0500,0,16,1,858
785,-45.000,130,0.6753,0.477346,0.0500,0,16,1,859
786,-51.800,238,0.6750,0.472742,0.0500,0,16,1,860
787,-30.700,30,0.6746,0.430659,0.0500,0,16,1,861
788,-33.800,20,0.6743,0.475867,0.0500,0,16,1,862
789,-34.750,79,0.6740,0.454561,0.0500,0,16,1,863
790,-38.550,87,0.6736,0.468417,0.0500,0,16,1,864
791,97.400,66,0.6733,0.456414,0.0550,0,16,1,865
792,-42.200,194,0.6729,0.479651,0.0550,0,16,1,866
793,-32.650,49,0.6726,0.494789,0.0550,0,16,1,867
794,-35.250,45,0.6723,0.468271,0.0550,0,16,1,868
795,-32.800,42,0.6719,0.454549,0.0550,0,16,1,869
796,-31.500,48,0.6716,0.481170,0.0550,0,16,1,870
797,-35.550,69,0.6713,0.517368,0.0550,0,16,1,871
798,79.700,190,0.6709,0.476503,0.0600,0,16,1,872
799,-35.550,21,0.6706,0.458005,0.0600,0,16,1,873
800,-43.100,224,0.6703,0.483272,0.0600,0,16,1,874
801,-31.750,23,0.6699,0.510937,0.0600,0,16,1,875
802,-41.650,133,0.6696,0.471531,0.0600,0,16,1,876
803,-37.050,49,0.6692,0.463136,0.0600,0,16,1,877
804,-40.850,155,0.6689,0.480432,0.0600,0,16,1,878
805,-34.800,26,0.6686,0.511750,0.0600,0,16,1,879
806,-38.850,99,0.6682,0.485532,0.0600,0,16,1,880
807,-32.550,39,0.6679,0.502615,0.0600,0,16,1,881
808,-30.250,59,0.6676,0.454438,0.0600,0,16,1,882
809,-31.700,14,0.6672,0.461507,0.0600,0,16,1,883
810,-29.750,59,0.6669,0.467075,0.0600,0,16,1,884
811,-38.650,57,0.6666,0.481984,0.0600,0,16,1,885
812,-33.550,27,0.6662,0.481391,0.0600,0,16,1,886
813,-33.450,23,0.6659,0.499953,0.0600,0,16,1,887
814,-31.200,20,0.6656,0.519405,0.0600,0,16,1,888
815,-43.350,147,0.6652,0.473272,0.0600,0,16,1,889
816,-30.200,34,0.6649,0.458131,0.0600,0,16,1,890
817,-47.900,190,0.6646,0.444612,0.0600,0,16,1,891
818,-32.400,24,0.6642,0.430677,0.0600,0,16,1,892
819,-33.100,18,0.6639,0.491220,0.0600,0,16,1,893
820,-35.000,22,0.6636,0.472499,0.0600,0,16,1,894
821,-37.750,79,0.6633,0.467778,0.0600,0,16,1,895
822,-34.900,132,0.6629,0.455430,0.0600,0,16,1,896
823,83.500,206,0.6626,0.468949,0.0650,0,16,1,897
824,-29.550,45,0.6623,0.491003,0.0650,0,16,1,898
825,-33.750,25,0.6619,0.430455,0.0650,0,16,1,899
826,-33.500,18,0.6616,0.389672,0.0650,0,16,1,900
827,-32.550,67,0.6613,0.466391,0.0650,0,16,1,901
828,-34.500,34,0.6609,0.481547,0.0650,0,16,1,902
829,-38.700,66,0.6606,0.467204,0.0650,0,16,1,903
830,-34.250,29,0.6603,0.518863,0.0650,0,16,1,904
831,79.950,191,0.6599,0.458453,0.0700,0,16,1,905
832,-31.150,27,0.6596,0.484744,0.0700,0,16,1,906
833,-37.700,54,0.6593,0.488641,0.0700,0,16,1,907
834,-28.450,39,0.6590,0.451479,0.0700,0,16,1,908
835,-40.450,175,0.6586,0.492542,0.0700,0,16,1,909
836,-40.700,56,0.6583,0.465373,0.0700,0,16,1,910
837,-32.850,25,0.6580,0.448212,0.0700,0,16,1,911
838,-38.050,63,0.6576,0.487752,0.0700,0,16,1,912
839,-36.700,54,0.6573,0.487741,0.0700,0,16,1,913
840,-33.600,44,0.6570,0.435093,0.0700,0,16,1,914
841,-35.750,77,0.6566,0.466105,0.0700,0,16,1,915
842,-32.050,81,0.6563,0.472236,0.0700,0,16,1,916
843,-32.300,42,0.6560,0.453115,0.0700,0,16,1,917
844,-40.350,87,0.6557,0.475980,0.0700,0,16,1,918
845,-31.100,62,0.6553,0.476052,0.0700,0,16,1,919
846,-38.550,81,0.6550,0.490380,0.0700,0,16,1,920
847,-34.700,32,0.6547,0.504549,0.0700,0,16,1,921
848,-30.500,122,0.6544,0.503000,0.0700,0,16,1,922
849,-30.800,68,0.6540,0.490511,0.0700,0,16,1,923
850,-32.850,27,0.6537,0.485720,0.0700,0,16,1,924
851,-38.950,49,0.6534,0.451057,0.0700,0,16,1,925
852,-34.800,38,0.6530,0.453855,0.0700,0,16,1,926
853,106.800,20,0.6527,0.471456,0.0750,0,16,1,927
854,95.200,110,0.6524,0.490355,0.0800,0,16,1,928
855,-32.450,79,0.6521,0.471278,0.0800,0,16,1,929
856,-36.150,73,0.6517,0.480307,0.0800,0,16,1,930
857,-40.400,154,0.6514,0.483895,0.0800,0,16,1,931
858,-34.550,19,0.6511,0.481803,0.0800,0,16,1,932
859,-32.750,53,0.6508,0.487576,0.0800,0,16,1,933
860,-44.350,167,0.6504,0.496757,0.0800,0,16,1,934
861,-35.300,76,0.6501,0.497332,0.0800,0,16,1,935
862,-32.300,62,0.6498,0.483516,0.0800,0,16,1,936
863,-33.450,17,0.6495,0.444703,0.0750,0,16,1,937
864,-34.400,38,0.6491,0.500277,0.0750,0,16,1,938
865,-36.600,102,0.6488,0.468424,0.0750,0,16,1,939
866,-37.900,92,0.6485,0.518330,0.0750,0,16,1,940
867,-43.500,116,0.6482,0.482347,0.0750,0,16,1,941
868,-34.800,18,0.6478,0.416402,0.0750,0,16,1,942
869,-41.000,84,0.6475,0.476219,0.0750,0,16,1,943
870,-34.900,22,0.6472,0.509793,0.0700,0,16,1,944
871,-32.050,31,0.6469,0.487910,0.0700,0,16,1,945
